EXTRACT_URL_NAME	EXTRACT_SITE_NAME	EXTRACT_SITE_URL	EXTRACT_BASE_NAME	DATE_TIME	DATE_TIME_IS_EXTRACT_COMPLETED_FLG	TITLE_NAME	TITLE_NAME_IS_EXTRACT_COMPLETED_FLG
https://ainow.ai/2019/08/06/174245	AINOW	https://ainow.ai/new/page/	ai-ainow	#ディープラーニング	1	初心者でもわかるディープラーニング ー 基礎知識からAIとの違い、導入プロセスまで細かく解説	1
https://ainow.ai/2019/10/09/179498	AINOW	https://ainow.ai/new/page/	ai-ainow	2019.10.09	1	技術とともに進化してきたアダルト業界、これからエロはAIでどう変わっていくか	1
https://ainow.ai/2020/02/01/182693	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.02.01	1	AIによるメリット・デメリットは？人工知能の問題点と解決策も紹介	1
https://ainow.ai/2020/08/21/227359	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.21	1	受講料の70%が助成！Pythonに特化したAI講座「Aidemy Premium Plan」が 経産省、厚労省の認定講座に	1
https://ainow.ai/2020/08/21/227403	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	マイクロソフトから「りんな」が独立 ーrinna株式会社が設立	1
https://ainow.ai/2020/08/21/227416	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	発作が起きる前に不整脈の発症予測をするAIの治験を実施へ-世界初の開発で従来の技術で見逃していた心房細動を発見	1
https://ainow.ai/2020/08/21/227422	AINOW	https://ainow.ai/new/page/	ai-ainow	#AINOW編集部	1	ディープラーニングの知識を問うG検定とは！？その他関連の検定まで徹底解説	1
https://ainow.ai/2020/08/22/227464	AINOW	https://ainow.ai/new/page/	ai-ainow	#JDLA	1	1位は点字自動翻訳システム！評価額は5億円！「DCON2020」速報	1
https://ainow.ai/2020/08/24/227047	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.24	1	【AIセキュリティ超入門】第2話 – AIを騙す攻撃 – 敵対的サンプル	1
https://ainow.ai/2020/08/24/227475	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	Telexistenceの技術顧問に松尾豊氏が就任 ー生活領域に近い場所でロボットを普及	1
https://ainow.ai/2020/08/24/227514	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.24	1	FRONTEOが10月27日にオンラインカンファレンスを開催 ー東大 大澤氏、鳥海氏が登壇	1
https://ainow.ai/2020/08/25/227471	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	先週のAI関連人気ツイートTOP20！【2020/08/24更新】	1
https://ainow.ai/2020/08/26/227573	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	ゴッホ、モネなどの有名画家の作風絵画を生み出すAI「Enpainter」がリリース	1
https://ainow.ai/2020/08/26/227581	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	データを軸としてAIやソフト開発を行うアイディオットが資金調達を実施 – 業界のDX化を促進	1
https://ainow.ai/2020/08/26/227598	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	チャットボットのキャラクター利用率は約5割 ー利用率や社内認知向上に寄与することが判明	1
https://ainow.ai/2020/08/27/226774	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.27	1	ほぼすべての機械学習プロジェクトのためのタスクチートシート	1
https://ainow.ai/2020/08/28/226567	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.28	1	データサイエンスから機械学習エンジニアリングへの移行	1
https://ainow.ai/2020/08/28/227636	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.28	1	耳の遠い人との会話が快適になるAIボイス筆談機「ポケトーク mimi」が取扱い開始-音声をリアルタイムで文字に変換	1
https://ainow.ai/2020/08/28/227646	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	業界初のAI電話予約応対サービス「AI レセプション」が10月にリリース ー24時間365日電話予約可能に！	1
https://ainow.ai/2020/08/28/227670	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.08.28	1	オンライン服薬指導支援サービス「AI薬師」が提供開始 – 導入からサポートまでを一貫して提供	1
https://ainow.ai/2020/09/01/227629	AINOW	https://ainow.ai/new/page/	ai-ainow	#JSAI	1	AI研究におけるダイバーシティの課題 ー女性活躍の課題は高校教育や就活に【人工知能学会誌コラボ】	1
https://ainow.ai/2020/09/01/227728	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	先週のAI関連人気ツイートTOP20！【2020/08/31更新】	1
https://ainow.ai/2020/09/02/227221	AINOW	https://ainow.ai/new/page/	ai-ainow	#pickup2	1	AIでユーザーの将来の購買確率を予測することに成功 ーRepro AI Labs	1
https://ainow.ai/2020/09/21/227685	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.09.21	1	データサイエンスのキャリアにおいてあなたを不可欠な人材にする4つのスーパーパワー	1
https://ainow.ai/2020/09/23/228222	AINOW	https://ainow.ai/new/page/	ai-ainow	2020.09.23	1	トップセールスが語るAIを売るために必要な3つのスキル ーAIの発展に必要なのはエンジニアだけではない！	1
